瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),老 弥缴脚利汲(cm),乞闭 傈款樊(1/10),救俺 拌加矫埃(hr)
164,公救,1993-01-01,-3.7,5.4,,1.4,73.8,,2.0,
164,公救,1993-01-02,-2.4,10.1,,1.3,81.3,,3.0,
164,公救,1993-01-03,0.2,7.1,,3.2,76.0,,8.8,
164,公救,1993-01-04,-2.2,1.2,,4.1,63.0,,5.0,
164,公救,1993-01-05,-5.0,4.2,,2.3,61.5,,2.0,
164,公救,1993-01-06,0.2,6.3,4.5,2.2,85.0,,9.5,
164,公救,1993-01-07,1.5,5.1,6.0,3.0,77.0,,6.3,
164,公救,1993-01-08,1.7,5.3,,2.0,75.3,,9.5,
164,公救,1993-01-09,2.6,5.4,5.0,1.7,84.8,,10.0,
164,公救,1993-01-10,2.1,5.0,,3.8,66.5,,8.8,
164,公救,1993-01-11,0.4,2.2,,3.8,64.0,,9.8,
164,公救,1993-01-12,-2.3,3.8,,3.8,59.3,,7.8,
164,公救,1993-01-13,-1.4,2.8,0.5,4.3,63.0,2.8,10.0,
164,公救,1993-01-14,-1.4,2.0,2.0,3.9,75.5,,10.0,
164,公救,1993-01-15,-1.6,1.9,0.0,5.5,62.8,,9.8,
164,公救,1993-01-16,-2.1,0.4,0.4,5.6,67.0,,9.8,
164,公救,1993-01-17,-2.4,1.8,1.1,2.0,84.3,2.0,9.0,
164,公救,1993-01-18,-3.6,0.6,3.7,3.5,84.0,9.9,9.3,
164,公救,1993-01-19,-7.3,-1.7,2.0,2.3,85.3,5.2,9.3,
164,公救,1993-01-20,-6.2,-0.3,3.7,3.0,81.8,8.9,10.0,
164,公救,1993-01-21,-7.9,0.2,,3.1,74.0,,3.3,
164,公救,1993-01-22,-6.0,2.8,,2.7,68.3,,2.5,
164,公救,1993-01-23,-3.1,2.5,,1.9,69.8,,7.5,
164,公救,1993-01-24,-2.3,2.7,0.2,2.1,78.5,,7.0,
164,公救,1993-01-25,1.4,4.8,,2.3,79.8,,8.3,
164,公救,1993-01-26,-0.6,7.3,,2.6,68.0,,2.8,
164,公救,1993-01-27,-4.1,2.2,1.0,5.4,66.0,1.5,8.5,
164,公救,1993-01-28,-3.9,0.6,0.0,5.4,61.5,,8.5,
164,公救,1993-01-29,-2.4,4.5,,1.6,68.0,,8.3,
164,公救,1993-01-30,0.4,6.6,,2.1,61.5,,2.0,
164,公救,1993-01-31,-1.4,8.6,,3.6,75.5,,4.5,
164,公救,1993-02-01,0.0,4.4,,6.1,59.0,,4.0,
164,公救,1993-02-02,-3.7,5.5,,2.2,59.3,,0.8,
164,公救,1993-02-03,-4.8,6.2,,1.0,81.0,,5.3,
164,公救,1993-02-04,-1.9,9.4,,1.1,85.8,,1.3,
164,公救,1993-02-05,-1.0,14.0,,2.6,85.5,,0.0,
164,公救,1993-02-06,5.4,15.9,,3.5,84.5,,2.3,
164,公救,1993-02-07,-0.4,5.5,,7.2,63.5,,8.8,
164,公救,1993-02-08,-1.3,1.3,,4.0,59.3,,8.3,
164,公救,1993-02-09,-2.9,3.6,1.0,1.9,86.0,1.8,5.0,
164,公救,1993-02-10,-2.8,7.4,,1.0,82.8,,3.5,
164,公救,1993-02-11,-0.2,5.9,1.0,2.1,80.3,,6.8,
164,公救,1993-02-12,-2.5,8.5,,2.1,74.3,,1.8,
164,公救,1993-02-13,-0.8,9.3,,2.9,84.3,,4.0,3.15
164,公救,1993-02-14,-2.0,8.5,,2.2,54.0,,0.0,
164,公救,1993-02-15,-3.2,8.3,,1.1,63.3,,7.3,
164,公救,1993-02-16,4.4,9.9,23.0,4.0,82.8,,10.0,5.4
164,公救,1993-02-17,3.4,6.0,,4.2,83.3,,9.8,1.8
164,公救,1993-02-18,0.5,5.9,,2.5,73.3,,5.0,
164,公救,1993-02-19,-0.6,7.7,,2.6,67.0,,2.0,
164,公救,1993-02-20,0.0,9.8,24.5,3.7,75.5,,7.0,
164,公救,1993-02-21,4.1,8.0,15.5,4.6,87.8,,10.0,1.77
164,公救,1993-02-22,-2.8,4.2,0.1,6.6,73.5,0.4,8.8,
164,公救,1993-02-23,-3.5,-0.3,0.3,7.1,68.3,0.6,8.3,
164,公救,1993-02-24,-3.5,-0.3,0.0,5.0,65.5,,9.3,
164,公救,1993-02-25,-3.1,2.6,,2.9,67.8,,5.8,
164,公救,1993-02-26,-3.3,4.7,,1.7,77.3,,3.5,
164,公救,1993-02-27,-2.2,4.2,,0.8,84.8,,5.0,
164,公救,1993-02-28,-0.3,5.3,0.5,5.0,58.0,,3.8,
164,公救,1993-03-01,-3.4,1.9,0.7,5.3,76.0,0.3,8.0,
164,公救,1993-03-02,-2.2,5.0,,2.8,63.3,,2.8,
164,公救,1993-03-03,-3.3,9.0,,1.9,80.3,,3.8,
164,公救,1993-03-04,-0.2,11.1,,1.7,77.8,,2.3,
164,公救,1993-03-05,-0.3,13.7,,2.6,69.3,,0.0,
164,公救,1993-03-06,3.9,10.6,25.5,3.0,86.8,,9.3,
164,公救,1993-03-07,2.4,6.1,,3.6,79.8,,7.8,
164,公救,1993-03-08,-0.1,8.0,,1.8,84.5,,2.3,
164,公救,1993-03-09,-0.3,8.0,,1.7,77.8,,4.8,
164,公救,1993-03-10,-0.8,10.2,0.0,1.3,80.8,,3.0,
164,公救,1993-03-11,1.4,10.6,,2.1,82.0,,4.0,
164,公救,1993-03-12,0.8,9.4,,2.0,74.3,,0.8,
164,公救,1993-03-13,-1.4,11.9,,1.5,75.8,,0.5,
164,公救,1993-03-14,2.1,13.3,17.0,2.7,83.3,,10.0,
164,公救,1993-03-15,3.8,11.5,7.5,3.0,87.8,,8.8,
164,公救,1993-03-16,1.5,10.8,,2.5,64.5,,1.5,
164,公救,1993-03-17,1.8,8.8,,2.6,63.8,,0.8,
164,公救,1993-03-18,1.8,8.0,,2.2,66.8,,0.5,
164,公救,1993-03-19,1.7,8.5,,2.4,67.3,,1.0,
164,公救,1993-03-20,0.6,9.0,,2.4,66.0,,0.0,
164,公救,1993-03-21,1.6,9.0,,2.0,64.0,,0.0,
164,公救,1993-03-22,1.8,12.0,,1.9,70.3,,0.0,
164,公救,1993-03-23,5.1,10.2,,1.0,78.3,,9.8,
164,公救,1993-03-24,4.6,8.0,27.0,3.2,88.5,,10.0,
164,公救,1993-03-25,2.4,12.8,,1.6,78.0,,4.3,
164,公救,1993-03-26,4.2,12.6,,2.0,79.5,,7.5,
164,公救,1993-03-27,3.5,14.1,,1.6,77.8,,4.5,
164,公救,1993-03-28,5.4,9.6,,5.1,61.0,,4.8,
164,公救,1993-03-29,2.3,10.2,,3.2,60.5,,1.3,
164,公救,1993-03-30,1.9,13.0,0.0,1.8,72.8,,4.3,
164,公救,1993-03-31,4.9,15.4,,3.6,72.5,,5.8,
164,公救,1993-04-01,5.1,12.9,,2.2,81.3,,4.5,
164,公救,1993-04-02,2.3,13.6,,1.8,80.0,,5.0,
164,公救,1993-04-03,2.5,16.5,,2.0,77.0,,4.0,
164,公救,1993-04-04,6.3,10.1,,3.8,75.0,,7.5,
164,公救,1993-04-05,4.3,14.4,,2.4,75.8,,2.3,
164,公救,1993-04-06,1.7,13.0,,2.3,67.5,,3.5,
164,公救,1993-04-07,2.3,9.2,0.0,4.5,55.0,,4.8,
164,公救,1993-04-08,1.2,4.8,0.0,4.3,62.8,,9.0,
164,公救,1993-04-09,0.7,8.8,,2.8,55.0,,1.0,
164,公救,1993-04-10,-0.6,11.4,0.2,2.6,76.5,,5.0,
164,公救,1993-04-11,3.7,8.8,,3.7,69.0,,4.8,
164,公救,1993-04-12,1.3,11.7,,1.8,75.0,,2.3,
164,公救,1993-04-13,1.4,13.6,,1.2,68.3,,4.0,
164,公救,1993-04-14,2.6,16.9,,1.4,59.5,,1.3,
164,公救,1993-04-15,4.3,17.8,,1.2,54.5,,8.5,
164,公救,1993-04-16,7.1,15.8,,2.3,53.0,,3.8,
164,公救,1993-04-17,3.7,17.9,,2.3,84.3,,3.3,4.03
164,公救,1993-04-18,7.7,19.2,,3.3,78.0,,1.3,1.6
164,公救,1993-04-19,6.6,22.0,,1.5,75.0,,0.8,4.17
164,公救,1993-04-20,8.4,20.0,,1.4,81.3,,5.0,
164,公救,1993-04-21,9.9,19.9,0.0,2.7,72.3,,8.0,
164,公救,1993-04-22,12.2,21.2,0.0,3.2,78.5,,5.0,
164,公救,1993-04-23,13.5,20.7,,3.7,76.5,,9.0,
164,公救,1993-04-24,7.9,16.1,,5.1,72.0,,7.3,
164,公救,1993-04-25,6.6,15.5,,3.7,58.3,,0.0,
164,公救,1993-04-26,5.2,16.5,,4.8,65.8,,3.5,
164,公救,1993-04-27,10.2,22.9,,1.9,68.3,,7.8,
164,公救,1993-04-28,14.2,18.0,12.5,2.7,91.0,,10.0,
164,公救,1993-04-29,12.2,18.5,,1.9,82.0,,10.0,
164,公救,1993-04-30,9.4,16.0,0.0,3.0,85.0,,9.3,
164,公救,1993-05-01,9.7,13.7,27.5,4.3,78.5,,10.0,
164,公救,1993-05-02,9.8,12.9,28.5,2.8,91.0,,9.3,
164,公救,1993-05-03,9.9,17.4,,2.7,67.3,,3.5,
164,公救,1993-05-04,9.5,23.3,,3.2,60.0,,2.0,
164,公救,1993-05-05,12.2,22.7,,3.0,71.8,,6.8,
164,公救,1993-05-06,14.3,18.5,6.0,3.1,81.8,,8.5,
164,公救,1993-05-07,12.8,22.9,,2.0,73.8,,3.0,
164,公救,1993-05-08,11.0,20.0,,2.1,75.8,,6.0,2.67
164,公救,1993-05-09,11.8,16.0,7.5,2.9,75.3,,8.0,
164,公救,1993-05-10,11.2,19.1,,2.2,76.5,,3.3,
164,公救,1993-05-11,10.6,21.4,,3.9,72.8,,4.8,2.4
164,公救,1993-05-12,17.7,21.0,,4.3,86.5,,10.0,
164,公救,1993-05-13,12.1,20.0,9.5,3.4,95.5,,10.0,
164,公救,1993-05-14,10.8,18.9,4.0,3.3,81.3,,3.5,
164,公救,1993-05-15,8.1,22.5,,1.6,72.8,,2.3,
164,公救,1993-05-16,13.6,21.0,0.0,2.3,68.0,,9.0,
164,公救,1993-05-17,12.2,16.1,17.0,3.0,92.5,,8.0,
164,公救,1993-05-18,11.4,20.2,,2.3,79.5,,2.3,
164,公救,1993-05-19,10.9,23.7,,1.6,74.5,,3.8,
164,公救,1993-05-20,12.5,25.8,,1.9,75.8,,1.5,
164,公救,1993-05-21,14.1,19.6,6.0,3.5,82.8,,9.5,
164,公救,1993-05-22,12.6,18.1,4.0,3.4,89.3,,5.5,
164,公救,1993-05-23,11.0,21.2,,1.6,82.5,,6.3,
164,公救,1993-05-24,13.7,22.2,,3.5,75.8,,0.8,
164,公救,1993-05-25,13.9,23.2,,1.7,77.0,,5.3,
164,公救,1993-05-26,14.0,21.9,,2.3,78.8,,2.5,
164,公救,1993-05-27,12.9,24.4,,1.6,67.3,,5.8,
164,公救,1993-05-28,14.6,26.4,,1.8,67.8,,6.3,
164,公救,1993-05-29,13.6,25.3,,1.7,69.5,,7.0,
164,公救,1993-05-30,14.2,23.9,,1.8,77.8,,1.8,
164,公救,1993-05-31,15.2,25.1,,1.9,68.8,,1.3,
164,公救,1993-06-01,16.1,26.4,22.5,4.4,77.5,,6.8,
164,公救,1993-06-02,13.3,19.2,28.5,10.9,88.0,,10.0,
164,公救,1993-06-03,14.4,19.7,,6.8,71.5,,4.0,
164,公救,1993-06-04,14.1,22.0,,2.4,78.5,,8.5,
164,公救,1993-06-05,13.2,25.4,,2.0,78.5,,1.8,
164,公救,1993-06-06,13.4,26.1,,1.4,84.5,,4.3,1.5
164,公救,1993-06-07,14.6,26.1,,1.4,78.5,,3.3,
164,公救,1993-06-08,17.3,24.3,0.2,2.0,83.0,,8.0,
164,公救,1993-06-09,16.7,25.9,,1.9,82.3,,3.0,
164,公救,1993-06-10,16.0,24.6,,1.6,86.8,,5.3,
164,公救,1993-06-11,16.7,26.7,,2.3,80.3,,6.3,
164,公救,1993-06-12,19.7,26.9,0.5,4.1,89.5,,8.8,
164,公救,1993-06-13,18.2,21.9,7.5,2.7,98.0,,10.0,
164,公救,1993-06-14,17.7,24.0,,1.4,92.8,,9.8,
164,公救,1993-06-15,20.1,24.0,,2.2,94.8,,10.0,
164,公救,1993-06-16,18.9,22.7,0.0,1.2,97.3,,10.0,7.93
164,公救,1993-06-17,17.8,27.1,,1.9,88.5,,6.3,
164,公救,1993-06-18,20.0,25.0,,1.6,94.0,,8.8,
164,公救,1993-06-19,18.9,26.0,,2.3,88.3,,4.0,
164,公救,1993-06-20,17.8,23.6,,1.8,86.0,,5.8,
164,公救,1993-06-21,16.0,27.7,,1.5,89.3,,5.8,
164,公救,1993-06-22,18.7,24.5,4.5,3.5,85.3,,8.8,
164,公救,1993-06-23,18.1,25.7,0.0,2.5,85.3,,6.3,
164,公救,1993-06-24,16.7,26.7,,2.1,78.8,,5.3,
164,公救,1993-06-25,17.1,27.5,0.0,1.5,80.3,,6.3,
164,公救,1993-06-26,19.2,27.0,0.0,2.5,85.0,,7.0,
164,公救,1993-06-27,19.2,27.0,,1.8,81.8,,8.3,
164,公救,1993-06-28,18.3,21.4,27.5,3.1,97.8,,10.0,
164,公救,1993-06-29,18.8,22.9,18.5,3.7,98.3,,10.0,
164,公救,1993-06-30,18.6,22.8,,1.5,95.8,,9.8,
164,公救,1993-07-01,19.0,25.5,10.0,1.5,95.3,,9.5,
164,公救,1993-07-02,19.5,24.2,,2.6,93.3,,9.3,
164,公救,1993-07-03,19.4,25.0,,1.4,90.3,,9.8,
164,公救,1993-07-04,19.3,27.2,,2.0,85.5,,4.8,
164,公救,1993-07-05,18.2,26.6,,2.1,89.3,,2.5,
164,公救,1993-07-06,19.3,26.0,,1.6,85.5,,4.5,
164,公救,1993-07-07,19.0,28.9,0.0,1.3,89.3,,5.0,
164,公救,1993-07-08,21.9,25.0,0.7,3.5,92.5,,10.0,
164,公救,1993-07-09,21.7,25.2,2.0,2.1,97.8,,10.0,3.47
164,公救,1993-07-10,22.6,26.6,27.5,3.1,95.8,,9.0,
164,公救,1993-07-11,21.1,25.3,19.0,2.5,97.8,,9.8,
164,公救,1993-07-12,21.2,25.2,84.0,3.3,97.3,,10.0,
164,公救,1993-07-13,22.5,27.2,60.5,3.6,97.0,,10.0,
164,公救,1993-07-14,21.4,25.2,1.5,2.1,93.8,,9.8,
164,公救,1993-07-15,21.8,26.7,,2.5,92.3,,8.0,
164,公救,1993-07-16,21.5,24.7,22.0,3.9,93.3,,10.0,
164,公救,1993-07-17,21.6,25.3,5.0,3.2,94.5,,10.0,
164,公救,1993-07-18,20.7,25.9,0.5,1.7,95.0,,10.0,3.42
164,公救,1993-07-19,19.1,25.5,,1.7,84.0,,7.3,
164,公救,1993-07-20,18.2,25.4,,2.0,79.0,,1.5,
164,公救,1993-07-21,16.0,25.6,,2.1,69.5,,2.5,
164,公救,1993-07-22,17.1,26.1,,1.4,73.3,,2.8,
164,公救,1993-07-23,18.1,28.0,0.0,2.2,80.3,,6.5,
164,公救,1993-07-24,20.6,23.9,6.0,3.4,86.0,,10.0,
164,公救,1993-07-25,21.4,27.0,0.0,2.5,82.3,,9.8,
164,公救,1993-07-26,20.2,22.8,35.5,3.8,93.5,,8.8,
164,公救,1993-07-27,20.2,25.9,20.5,2.5,95.0,,10.0,
164,公救,1993-07-28,20.8,29.1,0.0,2.3,93.3,,10.0,
164,公救,1993-07-29,22.3,27.0,1.5,2.1,91.0,,9.3,
164,公救,1993-07-30,21.5,26.1,,1.3,93.5,,8.8,
164,公救,1993-07-31,21.3,28.7,,1.2,89.0,,8.5,
164,公救,1993-08-01,22.5,25.4,10.5,2.2,94.8,,9.3,
164,公救,1993-08-02,22.9,28.0,0.5,3.0,94.0,,8.5,1.25
164,公救,1993-08-03,21.1,26.8,0.0,1.7,92.5,,5.5,
164,公救,1993-08-04,21.0,26.7,0.0,2.0,87.8,,9.8,
164,公救,1993-08-05,19.8,25.8,0.0,3.2,82.5,,7.5,
164,公救,1993-08-06,19.5,27.9,,4.1,75.3,,8.3,
164,公救,1993-08-07,19.4,25.7,10.5,5.1,84.3,,10.0,
164,公救,1993-08-08,21.6,28.3,9.0,2.0,98.5,,10.0,
164,公救,1993-08-09,22.7,31.5,0.0,1.9,92.8,,9.8,
164,公救,1993-08-10,22.0,26.5,2.0,5.8,86.5,,7.5,
164,公救,1993-08-11,20.2,29.8,0.5,1.5,88.0,,5.0,
164,公救,1993-08-12,22.1,25.2,44.5,1.9,97.0,,10.0,
164,公救,1993-08-13,21.6,25.8,49.0,1.9,94.3,,8.0,
164,公救,1993-08-14,21.7,27.7,1.0,1.3,95.3,,9.8,
164,公救,1993-08-15,20.5,24.6,0.0,1.8,86.0,,10.0,
164,公救,1993-08-16,17.6,21.4,46.0,1.4,97.0,,10.0,
164,公救,1993-08-17,19.6,25.5,5.5,2.0,88.3,,7.0,
164,公救,1993-08-18,18.8,24.0,3.0,0.7,94.0,,7.5,1.08
164,公救,1993-08-19,18.4,26.0,0.5,1.4,88.8,,7.5,
164,公救,1993-08-20,18.9,24.3,44.0,2.4,91.5,,7.3,
164,公救,1993-08-21,20.7,24.6,13.5,2.7,93.3,,10.0,
164,公救,1993-08-22,19.7,26.3,1.0,1.9,86.5,,5.0,
164,公救,1993-08-23,18.0,28.5,,1.5,87.5,,1.8,
164,公救,1993-08-24,20.7,27.0,0.5,2.9,91.0,,6.8,
164,公救,1993-08-25,22.7,25.6,44.2,4.2,95.8,,10.0,
164,公救,1993-08-26,19.1,26.0,28.6,3.8,85.0,,8.0,
164,公救,1993-08-27,18.4,26.4,,4.7,78.8,,2.5,
164,公救,1993-08-28,19.6,25.2,,3.3,72.8,,4.3,
164,公救,1993-08-29,16.7,24.8,,1.4,79.5,,6.3,
164,公救,1993-08-30,17.0,26.4,,2.8,77.0,,4.3,
164,公救,1993-08-31,15.8,27.9,,1.2,76.5,,6.5,
164,公救,1993-09-01,19.7,27.9,0.5,1.3,84.5,,8.0,
164,公救,1993-09-02,18.2,29.0,,1.3,87.5,,5.5,
164,公救,1993-09-03,18.8,27.7,,1.9,78.8,,6.5,
164,公救,1993-09-04,16.8,26.5,,1.9,68.0,,0.3,
164,公救,1993-09-05,16.2,27.5,,1.4,82.0,,2.5,
164,公救,1993-09-06,17.9,28.0,0.0,1.8,80.0,,1.8,
164,公救,1993-09-07,17.0,27.1,,1.9,77.3,,1.3,
164,公救,1993-09-08,17.3,26.6,,1.9,80.5,,2.3,
164,公救,1993-09-09,18.5,27.4,,2.4,72.5,,3.8,
164,公救,1993-09-10,16.9,26.0,,1.4,76.0,,1.8,
164,公救,1993-09-11,17.6,26.5,,2.0,81.0,,7.5,
164,公救,1993-09-12,19.5,24.9,0.0,2.3,84.3,,9.8,
164,公救,1993-09-13,17.7,25.0,,1.4,87.0,,8.0,
164,公救,1993-09-14,18.9,27.3,0.0,1.8,82.3,,2.5,
164,公救,1993-09-15,18.2,27.8,,1.3,86.8,,6.0,
164,公救,1993-09-16,18.9,25.9,20.5,2.1,92.8,,8.0,
164,公救,1993-09-17,20.5,26.4,1.5,5.6,82.3,,7.5,
164,公救,1993-09-18,19.6,26.0,,2.2,80.3,,10.0,
164,公救,1993-09-19,16.4,26.7,,1.9,72.3,,4.5,
164,公救,1993-09-20,16.7,23.5,,1.2,87.3,,7.3,
164,公救,1993-09-21,17.2,26.8,,1.2,88.3,,5.0,3.67
164,公救,1993-09-22,17.1,27.5,,1.9,80.8,,4.0,1.0
164,公救,1993-09-23,19.5,23.7,,3.4,59.8,,4.0,
164,公救,1993-09-24,14.4,25.8,0.5,1.9,71.0,,0.8,
164,公救,1993-09-25,14.4,23.1,0.0,2.3,70.3,,2.3,
164,公救,1993-09-26,13.3,24.4,,1.1,75.3,,0.0,
164,公救,1993-09-27,13.1,24.6,,2.1,76.5,,5.8,
164,公救,1993-09-28,18.0,23.1,0.5,1.4,77.5,,9.8,
164,公救,1993-09-29,15.6,21.0,,1.7,68.8,,9.8,
164,公救,1993-09-30,16.4,20.3,,4.1,56.0,,4.3,
164,公救,1993-10-01,12.3,21.7,,3.6,54.3,,1.3,
164,公救,1993-10-02,10.8,19.7,,2.7,64.8,,8.5,
164,公救,1993-10-03,10.4,21.9,,1.9,67.0,,1.3,
164,公救,1993-10-04,14.4,21.5,,2.9,68.8,,8.3,
164,公救,1993-10-05,13.4,20.9,,2.3,65.3,,7.8,
164,公救,1993-10-06,12.7,23.3,,2.1,64.5,,5.5,
164,公救,1993-10-07,9.9,21.4,,1.7,71.5,,3.0,
164,公救,1993-10-08,13.3,22.0,,2.6,70.0,,0.0,
164,公救,1993-10-09,12.3,24.5,,1.6,81.3,,2.0,
164,公救,1993-10-10,11.8,19.2,,3.5,65.3,,3.0,
164,公救,1993-10-11,8.9,23.2,,1.7,67.0,,0.5,
164,公救,1993-10-12,12.1,20.3,,2.1,73.0,,2.0,
164,公救,1993-10-13,12.1,20.4,,2.7,66.8,,6.5,
164,公救,1993-10-14,13.0,20.6,,2.6,69.3,,7.3,
164,公救,1993-10-15,11.7,21.1,,2.2,60.3,,5.0,
164,公救,1993-10-16,11.3,20.9,,1.5,71.5,,4.0,
164,公救,1993-10-17,13.2,22.4,,2.3,74.0,,8.3,
164,公救,1993-10-18,9.5,17.1,,3.0,50.5,,2.5,
164,公救,1993-10-19,8.8,20.9,1.0,1.6,74.3,,2.3,
164,公救,1993-10-20,9.7,21.2,,1.4,74.0,,3.3,
164,公救,1993-10-21,10.2,21.0,,3.4,67.3,,3.5,
164,公救,1993-10-22,7.8,18.1,4.0,4.0,58.3,,0.8,
164,公救,1993-10-23,11.0,14.4,,5.0,54.8,,4.8,
164,公救,1993-10-24,6.7,17.8,,2.4,65.5,,1.0,
164,公救,1993-10-25,12.8,17.6,,3.6,58.5,,2.3,
164,公救,1993-10-26,8.2,15.5,,2.9,61.8,,3.8,
164,公救,1993-10-27,5.2,20.0,,1.7,59.0,,0.0,
164,公救,1993-10-28,9.1,18.1,0.5,2.7,69.0,,8.3,
164,公救,1993-10-29,10.9,14.5,21.0,4.4,80.0,,9.8,
164,公救,1993-10-30,6.9,13.1,4.5,5.7,59.8,,8.8,
164,公救,1993-10-31,4.7,11.3,0.5,4.2,61.0,,9.3,
164,公救,1993-11-01,6.4,19.6,,1.6,77.8,,2.3,
164,公救,1993-11-02,7.2,18.2,,1.0,87.5,,2.5,9.4
164,公救,1993-11-03,5.3,14.6,,1.2,92.5,,5.8,17.48
164,公救,1993-11-04,3.8,20.0,,1.1,80.5,,2.5,7.9
164,公救,1993-11-05,6.6,20.5,,1.2,79.5,,7.0,
164,公救,1993-11-06,13.6,18.3,23.5,1.3,92.8,,10.0,8.0
164,公救,1993-11-07,11.2,16.9,7.0,3.2,88.0,,10.0,
164,公救,1993-11-08,10.5,14.4,,2.4,83.8,,7.5,
164,公救,1993-11-09,8.0,17.0,,2.5,68.8,,6.5,
164,公救,1993-11-10,9.4,13.1,4.5,2.7,77.0,,10.0,
164,公救,1993-11-11,11.5,16.0,0.0,2.0,85.5,,10.0,
164,公救,1993-11-12,13.2,21.3,9.0,2.3,79.0,,9.5,
164,公救,1993-11-13,13.1,17.3,19.0,5.0,78.0,,9.8,
164,公救,1993-11-14,9.2,17.8,0.0,2.8,75.3,,3.5,
164,公救,1993-11-15,7.9,18.3,,1.3,87.0,,1.5,3.92
164,公救,1993-11-16,8.6,19.9,,1.1,85.0,,0.8,2.08
164,公救,1993-11-17,9.5,17.1,,1.9,81.8,,6.0,
164,公救,1993-11-18,7.3,13.8,0.0,3.8,67.5,,9.8,
164,公救,1993-11-19,4.1,13.4,,2.2,73.8,,7.3,
164,公救,1993-11-20,8.7,14.3,5.0,3.7,74.5,,9.8,
164,公救,1993-11-21,2.8,9.1,15.5,7.3,67.8,,10.0,
164,公救,1993-11-22,1.4,7.8,0.0,4.6,72.3,,8.5,
164,公救,1993-11-23,0.1,8.3,3.0,6.7,63.3,,9.0,
164,公救,1993-11-24,-2.8,6.0,0.6,2.1,84.8,1.8,9.8,
164,公救,1993-11-25,3.4,10.5,,1.7,73.3,,8.0,
164,公救,1993-11-26,3.7,13.0,0.0,1.9,81.3,,8.3,
164,公救,1993-11-27,3.7,12.8,,2.9,62.3,,4.0,
164,公救,1993-11-28,1.4,8.1,,4.2,55.3,,4.8,
164,公救,1993-11-29,1.2,7.9,,1.7,71.0,,9.8,
164,公救,1993-11-30,4.2,13.0,9.5,3.0,80.8,,8.5,
164,公救,1993-12-01,2.9,10.1,,3.2,76.3,,5.3,
164,公救,1993-12-02,1.6,11.2,,1.3,88.3,,8.3,
164,公救,1993-12-03,0.1,7.9,9.0,5.4,72.0,0.4,9.3,
164,公救,1993-12-04,0.9,6.7,1.0,4.1,71.0,,8.5,
164,公救,1993-12-05,1.3,5.8,0.5,3.0,74.3,,6.8,
164,公救,1993-12-06,0.1,6.3,0.0,2.2,75.0,0.3,7.0,
164,公救,1993-12-07,-2.0,8.0,,1.2,74.3,,3.3,
164,公救,1993-12-08,-0.9,10.8,,1.2,82.5,,3.5,
164,公救,1993-12-09,-0.8,10.3,1.5,1.4,81.8,,6.0,
164,公救,1993-12-10,4.4,8.8,9.5,3.8,79.0,,10.0,
164,公救,1993-12-11,-0.7,6.3,,3.5,68.3,,7.5,
164,公救,1993-12-12,-1.8,9.1,,1.2,80.5,,7.0,
164,公救,1993-12-13,3.0,6.5,1.5,3.8,69.5,,10.0,
164,公救,1993-12-14,-1.7,3.1,0.0,5.9,55.8,,8.8,
164,公救,1993-12-15,-5.0,-0.3,0.0,4.2,69.0,0.1,3.8,
164,公救,1993-12-16,-5.9,4.8,,3.4,60.3,,4.3,
164,公救,1993-12-17,-3.0,3.3,0.0,5.4,65.3,0.1,7.5,
164,公救,1993-12-18,-2.9,6.7,,1.3,76.0,,5.8,
164,公救,1993-12-19,0.4,9.0,,1.6,81.5,,7.3,
164,公救,1993-12-20,-0.3,10.8,,2.6,77.3,,3.8,
164,公救,1993-12-21,-2.6,3.9,0.6,6.2,65.0,1.5,9.3,
164,公救,1993-12-22,-2.0,5.2,0.5,5.7,64.0,2.6,8.0,
164,公救,1993-12-23,-1.4,4.3,,2.0,72.5,,4.8,
164,公救,1993-12-24,-2.0,8.5,,1.7,82.0,,5.8,
164,公救,1993-12-25,-0.6,11.5,,2.0,80.0,,0.8,
164,公救,1993-12-26,2.3,11.2,1.0,5.7,57.0,,6.3,
164,公救,1993-12-27,3.7,5.9,,4.2,65.8,,5.5,
164,公救,1993-12-28,-1.4,5.8,,3.1,60.8,,1.3,
164,公救,1993-12-29,-2.5,10.3,,1.9,69.0,,0.8,
164,公救,1993-12-30,0.8,12.5,0.0,2.0,78.3,,7.0,
164,公救,1993-12-31,-1.5,5.5,0.5,5.4,64.0,,6.8,
164,公救,1994-01-01,-4.7,4.2,,1.5,79.0,,3.8,
164,公救,1994-01-02,-0.8,10.2,,1.6,78.5,,6.8,
164,公救,1994-01-03,2.6,9.7,,2.0,78.0,,3.0,
164,公救,1994-01-04,-0.2,5.8,,3.6,52.5,,2.0,
164,公救,1994-01-05,-1.1,6.5,0.0,1.8,58.8,,9.3,
164,公救,1994-01-06,1.0,9.4,0.5,3.0,71.5,,4.5,
164,公救,1994-01-07,-2.9,3.1,,3.5,51.5,,2.3,
164,公救,1994-01-08,-4.7,7.8,,1.8,66.5,,1.5,
164,公救,1994-01-09,0.7,11.1,,1.3,78.8,,4.5,
164,公救,1994-01-10,0.6,9.9,,1.4,79.3,,4.0,
164,公救,1994-01-11,1.1,7.4,,2.2,76.0,,4.5,
164,公救,1994-01-12,-1.4,7.3,,1.6,81.8,,4.8,
